lyric,genre,emotion_4Q,sentiment,sentiment_score,emotion_NRC
man feel fool wise man not man not feel fool control destiny yet thems cool themself themself need something keep moving world full violent rage everybody seems strange man feel fool wise man not man not feel fool control destiny yet thems cool themself themself cool weapon destruction swallow people suffering not need confusion not winning losing not need man feel fool wise man not man not feel fool control destiny yet thems cool themself themself even heart gold yeah not even soul wing fly yeah never stoppin no people never stop cry no no never stop killing never stop trying no no,Hip-Hop,relaxed,negative,0.6429,anger|sadness
kill everybody whole word ahaha permit no sustenance no oxygen sustain flame no air kind breathe wither become thing past scream destroying angel decayed within redemption become one poison submit destroying angel scream destroying angel staggered brink reprieve yellow book fate scream destroying angel scream destroying angel,Metal,angry,negative,0.6364,sadness|fear
even though well intentioned one two three thing mentioned leave taste familiar even slight sarcastic ripple voice elastic could crack slightest code woe look familiar know met not true zero not waste word not chamber mean evil never loved evil never loved evil never loved mean nobody ever loved nobody ever loved nobody ever loved like find reach smelling like rose peach crippling hardest pig nose find look eye little spark would kingsize mirror no justice spell look familiar know met not true zero not waste word not chamber mean evil never loved evil never loved evil never loved mean nobody ever loved nobody ever loved nobody ever loved like mean evil never loved nobody ever loved evil never loved nobody ever loved like love like love,,sad,negative,0.5833,disgust|trust
doo bop doo bop bop doo bop doo bop bop doo bop doo bop bop doo bop cool evening everything gettin kind groovy call ask would like go see movie first say no got plan tonight stop say right love kind crazy spooky little boy like doo bop doo bop bop spooky always keep guessin never seem know thinkin girl look yeah sure little eye awinkin whoa whoa get confused never know stand smile hold hand love kind crazy spooky little boy like doo bop doo bop bop spooky doo bop doo bop bop doo bop doo bop bop spooooooooookyyyyyyyyy doo bop doo bop bop doo bop doo bop bop spooooooooookyyyyyyyyy decide someday stop little game playing going tell thing heart dyin saying straight straight like ghost haunting dream know not seem love kind crazy spooky little boy like doo bop doo bop bop spooky doo bop doo bop bop doo bop doo bop bop spooky spooky little boy spooky spooky little boy spooky little boy spooky little boy ohhhhhhhhh ooohhhhhhhhhhhh spooky little boy,,relaxed,positive,0.8,joy|fear
purposeful grimace terrible sound pull spitting hightension wire helpless people subway train scream bugeyed look pick bus throw back wade building toward center town oh no say got go go go godzilla yeah oh no go tokyo go go godzilla yeah oh no say got go go go godzilla yeah oh no go tokyo go go godzilla yeah godzilla zilla zilla godzilla godzilla godzilla godzilla godzilla godzilla godzilla godzilla godzilla godzilla godzilla godzilla godzilla godzilla 臨時ニュースを申し上げます godzilla godzilla 臨時ニュースを申し上げます godzilla godzilla godzilla godzilla ゴジラが銀座方面に向かっています godzilla godzilla godzilla godzilla 大至急避難してください大至急避難してください godzilla godzilla godzilla godzilla godzilla godzilla godzilla godzilla godzilla godzilla godzilla godzilla oh no say got go go go godzilla yeah oh no go tokyo go go godzilla yeah history show nature point folly man godzilla history show nature point folly man godzilla history show nature point folly man godzilla history show nature point folly man godzilla,Rock,angry,positive,0.5,fear|trust
chchchchurchill got lucky number tomorrow another could could no silver spoon sticky teeth rot soon got best tune blown want happy home like happy family man beach world foot yes could ohohoh likely lad likely lad picking ugli yesterday puppy beery slur life blur telly addict see getting panic trafalgar square want happy home like happy family man beach world foot yes could could could could could could could could could could could could could could could could could could could could could could not worry not worry not lucky number tomorrow another could could want happy home like happy family man beach world foot yes could ohohoh,Rock,happy,negative,0.625,anticipation|joy
psalm free among dead like slain lie grave thou rememberest no more cut thy hand thou hast laid lowest pit darkness deep thy wrath lieth hard upon thou hast afflicted thy wave shall thou show wonder dead shall thou show wonder dead shall thou show wonder dead shall dead arise praise thee shall thou show wonder dead shall thou show wonder dead shall thou show wonder dead lord god salvation cried day night thee let prayer come thee incline thine ear unto cry soul full trouble life draweth nigh unto grave counted go pit man hath no strength free among dead like slain lie grave thou rememberest no more cut thy hand thou hast laid lowest pit darkness deep thy wrath lieth hard upon thou hast afflicted thy wave selah selah selah selah selah selah selah selah selah selah selah selah thou hast put away mine acquaintance far thou hast made abomination unto shut not come forth shut not come forth mine eye mourneth reason affliction lord called daily upon thee lord stretched hand unto thee lord wilt thou show wonder dead wilt thou show wonder dead wilt thou show wonder dead wilt thou show wonder dead shall dead arise praise thee shall thy loving kindness declared grave thy faithfulness destruction shall thy wonder known dark thy righteousness land forgetfulness unto thee cried lord morning shall prayer come thee castest thou soul lord castest thou soul lord castest thou soul hidest thou thy face ii lamentation chapter exc sono luomo che ha provato la miseria sotto la sferza della sua ira egli mi ha guidato mi ha fatto camminare nelle tenebre e non nella luce solo contro di egli ha volto e rivolto la sua mano tutto il giorno egli ha consumato la mia carne e la mia pelle ha rotto le mie os ha costruito sopra di mi ha circondato di veleno e di affanno mi ha fatto abitare luoghi tenebrosi come morti da lungo tempo anche se grido e invoco aiuto egli soffoca la mia preghiera ha sbarrato le mie vie con blocchi di pietra ha ostruito miei sentieri egli era per un orso agguato un leone luoghi nascosti seminando di spine la mia via mi ha lacerato mi ha reso desolato ha teso larco mi ha posto come bersaglio alle sue saette son diventato lo scherno di tutti popoli la loro canzone dogni giorno mi ha saziato con erbe amare mi ha dissetato con assenzio mi ha spezzato con la sabbia denti mi ha steso nella polvere son rimasto lontano dalla pace ho dimenticato il benessere e dico è sparita la mia gloria la speranza che mi veniva dal signore è sparita la mia gloria la speranza che mi veniva dal signore è sparita la mia gloria la speranza che mi veniva dal signore iii sono lantichristo sono la prova sono la salva sono la carne macellata sono la sanzione sono il sacrificio sono il ragno nero sono il ragno nero sono il ragno nero sono il scherno sono la santa sede sono le feci dal signore sono le feci dal signore sono lo segno sono lo segno sono la pestilenza sono la pestilenza sono la pestilenza sono la pestilenza sono la pestilenza sono lantichristo sono lantichristo sono lantichristo sono lantichristo sono lantichristo sono lantichristo sono lantichristo sono lantichristo,,angry,negative,0.52,sadness|trust
met woman long ago hair black black go teacher heart soft answered no met girl across sea hair gold gold teacher heart yes not thee met man lost mind lost place find follow wise man said walked behind walked hospital none sick none well night nurse left could not walk morning came came noon dinner time scalpel blade lay beside silver spoon girl wander mistake mess scalpel make teacher heart teach old heart break one morning woke alone hospital nurse gone carved enough lord child bone ate ate ate no not miss plate well much supper cost take hate spent hatred everyplace every work every face someone gave wish wished embrace several girl embraced embraced men passion perfect no handsome strong knew word every song singing please no word sang wrong address take confess teacher heart teach old heart rest oh teacher lesson done not another one laughed laughed said well child lesson done lesson done lesson done,Country,sad,positive,0.5926,trust|anticipation
photograph gun flame scarlet skull distant game bayonet jungle grin nightmare dreamed bleeding men lookout tremble shore no man find war tape recorder echo scream order fly like bullet stream drum cannon laugh aloud whistle come ashen shroud leader damn world roar no man find war war across sea war behind sky gone blind war inside mind human weep human death talker lose breath movie paint chaos tale singer see poet wail world know score no man find war,Country,sad,negative,0.619,fear|anger
shake shake shake señora shake body line shake shake shake señora shake time work work work señora work body line work work work señora work time girl name señora tell friend adore dance oh brother hurricane kind weather jump line rock body time okay believe jump line rock body time okay believe jump line rock body time okay believe jump line rock body time whoa shake shake shake señora shake body line whoa shake shake shake señora shake time work work work señora work body line work work work señora work time talk cha cha tango waltz rumba señoras dance no title jump saddle hold de bridle jump line rock body time okay believe jump line rock body time rock body child jump line rock body time somebody help jump line rock body time whoa shake shake shake señora shake body line shake shake shake señora shake time whoa work work work señora work body line yeah work work work señora work time señora sensation reason aviation fella got watch wind bottom go like rocket jump line rock body time okay believe jump line rock body hoist skirt little higher jump line rock body time chimney jump line rock body time whoa yes shake shake shake señora shake body line work work work senora work time dance dance dance senora dance time work work work señora work time señora dance calypso left right tempo get sensation go air come slow motion jump line rock body time okay believe jump line rock body time somebody help jump line rock body time okay believe jump line rock body time whoa shake shake shake señora shake body line shake shake shake señora shake time work work work señora,,happy,positive,0.8462,joy|trust
mmm company always run destiny rising sun oh born sixgun hand behind gun make final stand hey call bad company not deny bad company til day die oh til day die til day die rebel soul deserter called chose gun threw away sword town know name sixgun sound claim fame hear say bad company not deny bad bad company til day die oh yeah til day die ooh ooh ooh hey hey hey bad company not deny bad company til day die say bad company oh yeahyeah yeah bad company til day die whoa yeah said young free oh bad company way play yeah dirty dirty oh somebody doublecrossed doublecross doublecross yeah bad company oh cold wind blowing ah mmmhmm yeah,Rock,sad,negative,0.7,anger|fear
well sure never used hard hard used get kick free toeing line not no way stuck shadow put sun not shine although tell fine tired repeatin beatin going take trip multiply want least go smile tired repeatin beatin going take trip multiply want least go smile sure never used trouble much trouble love shackle see going mind not no way stuck shadow sun going getting dark still folk see got nothing fear tired repeatin beatin going take trip multiply want least go smile tired repeatin beatin going take trip multiply want least go smile people street many many people moon not shame yeah ooh runnin old cold takin got no control tired soooooo tired repeatin beatin want take trip multiply want least go smile tired repeatin beatin want take trip multiply want least go smile,Jazz,happy,negative,0.6,sadness|anger
oh time fly crystal clear eye cold coal ending diamond eye oh come child cross bone style oh come child come rescue seen unbelievable thing hater diamond still seen unbelievable thing hater diamond oh come child cross bone style oh come child come rescue seen unbelievable thing hater diamond still still oh time fly crystal clear eye cold coal ending diamond eye oh come child cross bone style oh come child come rescue seen unbelievable thing,Rock,angry,positive,0.5714,anticipation|joy
mankind insatiable search divine knowledge discarded biblical teaching realizing strength religion repression knowledge structure religion collapsed life prays death wake horror revelation never imagined graphic reality would known end creation would manifest believe chaos atrocity traced back one single event hold truth painfully selfevident men not created equal strong prosper strong conquer darkness christ realized god hate u god hate u,Metal,angry,negative,0.5333,fear|sadness
born no soul lack control cut mold antisocial plug turn process data make bomb target reason emotion heart freezin seizin opportunity speak not say nothing turn fucking cheek dead cell dead cell sick head livin dead hear said learn lesson almighty dread jah nutty warrior nothing scarier kid getting sick like malaria situation get hairier throwin type barrier tellin ya kid getting singled let hear dead cell shout dead cell dead cell born no soul lack control cut mold antisocial plug turn process data make bomb no soul no control cut mold antisocial plug turn process data make bomb stop pointing finger guilty cleancut lie truth filthy believe root word come lie cut third not believe eye behold no not believe ear told no seizin opportunity speak saying something not turn fucking cheek dead cell dead cell born no soul lack control cut mold antisocial plug turn process data make bomb no soul no control dead cell cut mold antisocial dead cell plug turn dead cell process data make bomb dead cell dead cell dead cell dead cell dead cell,Metal,angry,negative,0.5556,anger|sadness
oh oh oh oh oh oh people say want money really want body yes no yes pleased meet baby want honey let u go tell daddy mommy yes no yes not get easier heart beating hand try not destroy baby even though know oh know make love light baby tell see clear bed lie darling make mess dress try baby let man call pretty darling tell oh oh oh cccan number baby run away together yes no yes would walk water would walk fire would sell soul devil yes no yes not get easier heart beating hand try not destroy baby even though know oh know make love light baby tell see clear bed lie darling make mess dress try baby let man call pretty darling tell yes no yes yes no yes yes no yes yes no yes make love light baby tell see clear bed lie darling make mess dress try baby let man call pretty darling tell,,happy,positive,0.6364,joy|anger
boy club yea yea yea yea yea yea yea boy club ooh yeah boy club mmhm hm hm hm boy club yea boy club baby boy club yeah boy club said talkin bout boy club boy club take time fun go outside make love sun boy club boy club oh yea yea boy club ooh talkin bout boy club boy club ya dig boy club boy club tell woman tell man go somewhere got understand boy club boy club know understand boy club ooh yea talkin bout boy club boy club mmhm mmhm boy club cmon blaine cmon blaine talk future talk past go find nice piece as boy club boy club cmon boy club boy club ooh yea talkin bout boy club boy club boy club boy club may not gay may not proud not matter cuz always allowed boy club boy club yea yea yea yea yea yea boy club ooh yea talkin bout boy club boy club cmon babe boy club boy club boy club ooh yea talkin bout boy club boy club boy club baby boy club boy club boy club boy club boy club oh yeah baby baby boy club cmon boy club boy club cmon boy club mmm boy club talkin bout boy club yea yea yea yea yea yea yea ooh yeah boy club,Rock,happy,positive,0.8571,joy|anticipation
fun word begin trying find path ahead way say charade go eye not see old song not believe not believe promise golden year proved wrong trying leave selfrespect way say decline go pride not heed old song not believe not believe not not believe way play way want way sing old song not believe not believe not believe not believe,Pop,sad,positive,0.6,joy|trust
money gone not come around money gone not come around,Jazz,relaxed,positive,1.0,anger|anticipation
polite say drifted away never thought would care along way made mistake made told twice would never thought would told survived pig society not know like not know lie inside never want see locked away cage today take fuckin chain show not know like not know survived never would beleive sick politician politics prison lyin runnin life pathetic preacher hypocritic leader smilin wastin time yeah fuck fuck fuck survive hate fuckin place call snitch fucker died last night think give damn not know like not know like inside never want see sick politician politics prison lyin runnin life pathetic preacher hypocritic leader smilinand wastin time sick religion full shit opinion tired waiting die run motherfucker still alive,Metal,angry,negative,0.7059,sadness|disgust
end love affair scene film familiar love woke could not sleep word said gap ocean deep u bed end love affair end life end love affair still survive not take long really day hope gone clear could not say getting easy beaten still easy cutting easy tearing easy end love affair world born thing not look constantly change take number phone good day come need time,,sad,positive,0.75,trust|anticipation
shook salvation four corner room lowly dust trustworthy broom white lady growlin chain peacock caw sound lover name tone pure played gut birdhouse aflame fire burn red grace blush came easily face fire burn red grace say none would boy drew near love dust toughskin blue light cowboy idle hand rust fire burn red grace blush came easily face fire burn red grace say none would let u allow character build wise serpent harmless dove let u allow emptiness fill rich mercy brotherly love fire burn red grace blush came easily face fire burn red grace say none would,,sad,positive,0.6667,joy|trust
nicotine valium vicodin marijuana ecstasy alcohol nicotine valium vicodin marijuana ecstasy alcohol nicotine valium vicodin marijuana ecstasy alcohol oh nicotine valium vicodin marijuana ecstasy alcohol ccccccocaine ccccccocaine ccocaine oh ccccccocaine ah ah wake nicotine valium vicodin marijuana ecstasy alcohol nicotine valium vicodin marijuana ecstasy alcohol oh nicotine valium vicodin marijuana ecstasy alcohol nicotine valium vicodin marijuana ecstasy alcohol nicotine valium vicodin marijuana ecstasy alcohol nicotine valium vicodin marijuana ecstasy alcohol ccccccocaine uh ccccccocaine ooh ccocaine cocaine nicotine valium vicodin marijuana ecstasy alcohol cocaine nicotine valium vicodin marijuana ecstasy alcohol hey cocaine oh nicotine valium vicodin marijuana ecstasy alcohol hey cocaine oh nicotine valium vicodin marijuana ecstasy alcohol cocaine nicotine valium vicodin marijuana ecstasy alcohol cocaine oh nicotine valium vicodin marijuana ccccccocaine,Rock,happy,negative,0.6667,sadness|anticipation
night like tonight saved life red green wet shoe slip refracted light running faster leg take shouting louder lung allow wide river run still got time someone embrace embrace wide river run still got time someone embrace embrace light match bring flame eye slipping past not see die breaking sleep head still aching war killing around wide river run still got time someone embrace embrace wide river run still got time someone embrace embrace go go go go go go go go go go go go go go go go wide river run still got time someone embrace embrace wide river run still got time someone embrace embrace wide river run still got time someone embrace embrace wide river run still got time someone embrace embrace,,happy,negative,0.7143,sadness|fear
heard callin left behind mornin block one see like time made sure saw going see look know see glory verse found tend glory verse world could get closer need most find chemistry could move sound never leave recieve sound seem write look know see glory verse found tell glory verse leave leave really matter time happens yeah,,relaxed,positive,0.6667,joy|trust
laid back latesummernight ran word could say like two stranded star deepfrozen sky gone afraid not say counted star latesummernight watched departure day tomorrow join dreamt many time tomorrow far away moon star summernight sky dirty old barn grey eye harbour sea river plight still far away still lay back another latesummernight gone afraid not stay,Metal,sad,negative,0.5,anticipation|fear
nobody know trouble seen nobody know jesus nobody know trouble seen glory hallelujah sometimes sometimes ohh yes lord sometimes almost ground oh yes lord nobody know trouble seen nobody know jesus nobody know trouble seen glory hallelujah got oh yes lord tell friend coming oh yes lord nobody know trouble seen nobody know jesus nobody know trouble seen glory hallelujah although see going oh yes lord trial ohh yes lord nobody know trouble seen nobody know jesus nobody know trouble seen glory hallelujah oh glory hallelujah,Jazz,angry,positive,0.75,trust|anticipation
well swear perfume baby made turnip green every time kiss girl taste like pork bean even though wearin uptown high heel tell giant step walkin cotton field oh home girl every time monkey child take breath away well every time move like girl got get pray girl know dress wearin made fiberglass every time move like girl got go sunday mass oh home girl going take muddy river push watch water roll velvet skin going take new orleans dixieland watch second line umbrella hand oh home girl,Country,happy,positive,0.7778,joy|anticipation
shadow crossed blue miami sky hit causeway big hotel fought not remember word said tear gone vowed would never say goodbye kissed could hear sound thunder watched regular rush big hotel kissed shower swept florida shore opened umbrella walked raindrop back door oh miami dream hear sound thunder see causeway big hotel happy day find florida shore open umbrella walk raindrop back door walk raindrop raindrop walk raindrop back door,Rock,relaxed,positive,0.75,trust|sadness
sometimes world valley heartache tear hustle bustle no sunshine appears love always remind u way leave shadow behind u volare oho cantare ohohoho let u fly way cloud away maddening crowd sing glow star know lover enjoy peace mind let u leave confusion disillusion behind like bird feather rainbow together find volare oho cantare ohohoho no wonder happy heart sings love given wing volare oho cantare ohohoho nel blu dipinto di blu felice di stare lass tu e volavo volavo felice pi alto del sole ed ancora pi su mentre il mondo pian piano spariva lontano laggiu una musica dolce suonava soltanto per volare oho cantare ohohoho let u fly way cloud away maddening crowd sing glow star know lover enjoy peace mind let u leave confusion disillusion behind like bird feather rainbow together find volare oho cantare ohohoho no wonder happy heart sings love given wing volare oho cantare ohohoho nel blu dipinto di blu felice di stare lass tu e volavo volavo felice pi alto del sole ed ancora pi su mentre il mondo pian piano spariva lontano laggiu una musica dolce suonava soltanto per volare oho cantare ohohoho no wonder happy heart sings love given wing nel blu dipinto di blu felice di stare lass tu no wonder happy heart sings love given wing,Jazz,happy,positive,0.75,joy|anticipation
moonlit night old mexico walked alone old adobe hacienda suddenly heard plaintive cry young mexican girl la la la la la la la la la la la la la la la la la la la la la la la la la la la better come home speedy gonzales away tannery row stop drinking floozy named flo come home adobe slap mud wall roof leaking like strainer load roach hall la la la la speedy gonzales speedy gonzales not come home speedy gonzales speedy gonzales come leave alone rosita go shopping downtown mother need tortillias chilli pepper la la la la la la la la la la la la la la la la la la la la la la la la la doggy going puppy running coke no enchilada icebox television broke saw lipstick sweatshirt smell perfume ear well going keep messin not bring business back ahere la la la la mmm speedy gonzales speedy gonzales not come home speedy gonzales speedy gonzales come leave alone rosita come quick cantina giving green stamp tequila la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la spoken moonlit night old mexico,,happy,negative,0.6,sadness|trust
not really need crowd party funky beat get started oh dance night away big fun party begun yeah big fun big fun not take lot thought feel groove baby move oh oh dance night away big fun party begun yeah yeah yeah yeah big fun big fun think ready ready ready time join party baby let u get groove could make body move oh oh tonight big fun party begun yeah yeah yeah yeah big fun big fun big fun big fun party begun yeah big fun big fun big fun party begun yeah big fun big fun,Electronic,happy,positive,1.0,anticipation|joy
way feel way wish would walked started run kind people think another joker rock roll star faithful image another man endless ocean emotion swam yeah shock trooper laying floor wish would fallen private war yeah metal man changed lot since began yeah began lady digging gold still dig yeah bought sold lying word voice dark never heard came yeah came fallen phallic god dismembered gone poisoned father poisonous son yeah beg please not let get worse anger turned curse yeah curse promise never came true going get coming true ah true satan man changed lot since began began vulture sucking gold still suck cat rat search better run find another way rob dead not feel thing leave living another day rat rat nonentity no destiny figment thing unknown mantle picture stolen soul fornication golden throne smiling face mean world yeah tired sadness misery yeah life started time ago end not know thought good thought smart feel world torn apart everything going work fine yeah not think lose mind yeah know know know yeah yeah know listen sing song might think word wrong many people advising not know eye see everything going work fine yeah not feel blow mind yeah,Metal,angry,negative,0.6154,fear|sadness
feel good feel high deeper deeper yeah following friday trying get home find phone geezer lighter future brighter trying hit saturday nighter yeah following friday found driver fiver lend excuse venue yeah following friday going uh feel good feel high deeper deeper yeah following friday trying get home find phone geezer lighter future brighter trying hit saturday nighter yeah following friday found driver fiver lend excuse venue yeah following friday going uh feel good feel high excuse venue feel good feel high,Electronic,happy,negative,0.5,joy|trust
never understood could mean little many mean everything worth pain no one blame insecurity ever let go questioning good intention jealousy bad invention push glass bound break even defensive gave more incentive more squeeze more slip away never walked far lonely street no one worth pain no one blame insecurity ever let go accept confession walking pin needle not possession walking pin needle conscience vicious walking pin needle begging forgiveness walking pin needle never walked far lonely street no one took long see misery clear worth pain always take blame insecurity ever let go,Rock,sad,negative,0.7647,fear|anger
enter arena hit light step ride war not no fun game get go flame party time going better not mess u around stake rich take hit stay price high someone going pay head win tail lose way comin roll dice not think twice crush crush crush crush lookin trouble found drum going ppound last one standin win fight hear u scream shout night floor eat grit going hurt little bit head win tail lose way comin roll dice not think twice crush crush crush crush lay rest never more second best step inside ride crush crush crush crush crush crush crush crush not need reason crush not want name john doe crush put shame step aside crush let explain name game crush pain found crush going pound going beat crush going defeat going bust crush going crush going crush crush head win tail lose way comin roll dice not think twice crush crush crush crush lay rest never never more second best step inside ride crush crush crush crush crush crush crush crush crush crush crush crush oh boy crush go crush time crush crush crush yeah crush would tear crush going hurt crush crush crush not crush not tonight crush town crush going crush crush crush crush crush crush crush crush crush crush crush crush crush crush crush crush crush crush crush crush crush crush crush crush crush crush,Metal,angry,negative,0.6,anger|fear
not talk gone wrong way looking falling yeah not talk gone back wrong way use say hear complain give blame get back get rain baby miss tell really beautiful woah time kissed tell really good love like never could hold tender tell everythings good woah would hurt never could hold body tight night baby talking bout whole lotta history not find way show mean fallen around miss not know tell baby hello call thought not matter gone know end story nothing shadow heart shone damned damned not cost much love yeah finally decided go know enough tell not alone talking bout whole lotta history not find way show mean fallen around miss not know tell baby talking bout whole lotta history not find way show mean fallen around miss not know tell baby keep spinning control happens til monday til monday might sound crazy voice still leaf funky funky keep spinning control happens til monday til monday might sound crazy voice still leaf funky funky,Pop,sad,negative,0.5333,joy|anger
never thought would die alone laughed loudest would known trace cord back wall no wonder never plugged took time hurried choice mine not think enough depressed go sorry gone never conquered rarely came sixteen held better day day still felt alive could not wait get outside world wide late try tour would survived could not wait til got home pas time room alone never thought would die alone another six month unknown give thing friend never step foot room close board remember time spilled cup apple juice hall please tell mom not fault never conquered rarely came sixteen held better day day still felt alive could not wait get outside world wide late try tour would survived could not wait til got home pas time room alone never conquered rarely came tomorrow hold better day day still feel alive not wait get outside world wide time go tour survived not wait til get home pas time room alone,,angry,negative,0.7,anticipation|sadness
more prepared deal pain perhaps could life long year lazy lip sea calmly lap beneath looming disco ten tear sure fondest love fake obviously fake contrived ideal hotel high foaming lake bone plate would tie lamb veal breathing smoke since folded air waving bill since spent kid grand school fat cat calculated right thing would turn selflessly tool polished plate betrays vacant host more prepared deal pain most,,relaxed,positive,0.5455,trust|anticipation
looking like born living like heretic listening arthur lee record making friend feel guilty cynicism rest generation not even government going stop ready heartbroken ready heartbroken pumped full vitamin account seriousness say happy hardly stand lean bookcase really want get straight read norman mailer get new tailor ready heartbroken ready heartbroken ready bleed would take would take wipe smile face ready ready bleed ready heartbroken ready bleed well better get ready baby ready bleed ready bleed,Pop,sad,positive,0.6667,trust|joy
every week stuck school lame parent say lazy gettin am crazy tired bein told unfair uncool day long holding til hear bell ring time going time going breakout let party start going stay going break heart going dance til dance floor fall apart uhoh going wake everyone know going fun going lose control feel good let go oh oh go oh oh hanging out something like friend mess get lesson choose not book full thing never use day long holding til hear bell ring time going time going breakout let party start going stay going break heart going dance til dance floor fall apart uhoh going wake everyone know going fun going lose control feel good let go oh oh go oh oh wish would never end spendin time friend oh friend breakout let party start going stay going break heart going dance til dance floor fall apart uhoh going wake everyone know going fun going lose control feel good let go breakout let party start going stay going break heart going dance til dance floor fall apart uhoh going wake everyone know going fun going lose control feel good let go oh oh go oh oh,Country,happy,negative,0.5714,anticipation|sadness
hear baying hound distance hear devouring pestridden jackal earth diabolical beast roaming forest wait constant protector calling sit side selfloathing image flesh revelation upon linger word fly swarming towards true insect feasting buried dream spreading decay upon skin eye spew forth darkness cut paralyze cast light upon secret forced confront enemy mouth vortex sucking pandemonium fool helping hand ash reached false dismay body country city lay dead beyond despair friend turned enemy unable come clean rising fog reeking death everything believed lie everyone loved deathburden take comfort receptive stark wish no longer struggling declare stand would inflict no harm others unaware loop futile event everything nothing drown deep mire past desire beneath mire drown desire drown deep mire past desire beneath mire drown desire lined verse dead skin tainted lip stranger resting upon embrace bereavement everything beloved shattered anyway would devote anyone would accept flaw weak resist tension vibrating horror finding outcast eye pushing nerve puppet endless poison vein clean intent tainted death cold touch inhumane every waking hour awaiting reverie unfold calling louder minute baying hound calling back home,Metal,sad,negative,0.7111,fear|sadness
fuckin shit talkin half rappinass mothafuckers think game think fuckin game come uh uh uh come really want uh uh uh uh really want uhhuh uhhuh dmx uh uh uh uh uh come ride die uh uh ayo ayo ayo name dmx best see rest lookin like need rest uh uh uh one more time spit shit gon get fuckin mind uh stop talkin shit runnin mouth really not know fuckin go many time tell rap nigga no friend come still actin runnin around like brand new pussy get fucked uh uh uh game not stop still gettin whatever whenever shit hot uh not keep real u most u not nigga feel come would blood people keep lookin seethrough ever try creep dmx want got come get nigga got set baby ride die nigga want uh uh nigga want dmx want got come get nigga got set baby ride die nigga want uh uh nigga want still playin game gon think joke no longer remember name uhhuh make coward disappear thin air puttin shit ooh never comin back last time saw nigga last time see nigga alright no more death minute gon grandma bein family member left come bust gun gots kill nigga always oneonone alright dog life gon get bottom shit take night uh stop drop uh open shop fake upnorth nigga screamin cop ride die mean tell nigga byebye pop right eye come dmx want got come get nigga got set baby uh ride die nigga want uh uh nigga want dmx want got come get nigga got set baby ride die nigga want uh uh nigga want look offbrand nigga uhhuh runnin around yappin bout holdin figure big jiggas come bullshit not know around talkin got get hit uh not nice person mean would smack shit twice dog start cursin stay flippin one minute cool next minute nigga rippin style cruddy nigga leave bloody nigga service smile uhhuh suck dick nigga jail know get thick let u get baby gon going four nigga one think crazy alright lost mind make lose far away one time boom dmx want got come get nigga got set baby come ride die nigga want uh uh nigga want dmx want got come get nigga got set baby uh come ride die nigga want uh uh nigga want dmx want got come get nigga got set baby ride die nigga want uh uh nigga want dmx,Hip-Hop,angry,negative,0.7778,fear|sadness
father deal funeral wear party hat long white robe bury friend family strange strange people come people go really blow mind know sorry mom sorry mom ocean sorry hurt time haunt bay winter pine holiday winter pine holiday let u stay home holiday oh nothing ocean ice surf brought worst surprise lone still empty bed kettle whistle thing said kettle whistle thing said people come people go really blow mind know father deal funeral wearing party hat long white robe bury friend family strange strange strange strange strange strange sorry mom sorry mom ocean cry hurt time haunt bay winter pine holiday stay home holiday,,sad,negative,0.5556,sadness|anticipation
isle bright shining isle stand forever alone sea rock sand grass shale isle bereft tree small speck wide blue sea last land dweller upon lonesome isle last lonely man god never leave remain life punishment evermore attend eternal light lighthouse tall brilliant white stand end world protecting ship sailor rock could hurled yet nothing come nothing go sept bright blue sea stretch near far away man see though one day high rock bird perch cry albatross shot glance wondered deeply could watcher sent curse sent god sits cry stare life robbed year come watch creature not curse reminder woman loved oh weary night star would lay gaze towards moon star sun dying haze time orion light filled man joy within belt would see love remembering voice twinkle star bled peace heart long look know never part one day good one day bad madness heat sun sea spy upon land beloved albion cliff white tree green child run play home land cry weeps far away eye sore red filled tear run towards sea risk life worthy home would sea deep blue water wash clean awake scream cold sweat albion dream life upon isle torment woe one day good one day bad day even hope light end world burn bright mile mile yet tends man golden glow misery fifty year stand wait atop light alone looking upon isle god made home watcher end world misery defile remembers back single night allows tiny smile sacrifice not great insists upon world would crime would pay one moment girl hair long black shone dark beauty eye olive skin warm embrace memory never dy year ago remembers clear life live endless love lust life promised would give ala love laughter short panting breath one dark night soul kissed shade death agony like none suffered man tends light burning bright very last land anger raged misery like nothing ever cursed god man life heart tore deity felt sympathy threw man light woman may see single night think hard well young man price pay tend light end world must stay away man life love alone tiny isle bright shining isle middle sea tend light one more night woman love screamed man tearful eye deity very night lover return arm bed together turn deepest love lust passion entwined fall lost within others arm danced lover ball long night filled love world done awoke brightest light woman life gone foot leapt sea looked lighthouse stone price paid life forever alone fifty year passed since not soul seen woman life still every single dream sad hear young love died know alone someone cried memory keep live sleep,Metal,sad,negative,0.5303,anticipation|fear
