term,valence
kingdom,0.714
kinship,0.771
kiosk,0.5
kirk,0.51
kiss,0.967
kisser,0.844
kissy,0.874
kit,0.583
kitchen,0.7
kite,0.643
kitten,0.816
kiwi,0.646
knack,0.562
knapsack,0.551
knee,0.52
knickers,0.552
knight,0.78
knighthood,0.74
knit,0.63
knot,0.541
know,0.765
knowing,0.833
knowingly,0.5
knowledge,0.847
knowledgeable,0.865
knuckle,0.655
koala,0.608
kool-aid,0.531
kos,0.5
kudos,0.925
label,0.582
labor,0.594
laboratory,0.571
labored,0.646
laborer,0.561
laboring,0.705
lace,0.625
lacquer,0.51
lacrosse,0.573
lad,0.637
ladder,0.56
laddie,0.668
ladle,0.531
lady,0.854
ladybug,0.602
ladylike,0.592
ladyship,0.561
lager,0.584
lagoon,0.66
laity,0.51
lake,0.694
lama,0.56
lamb,0.646
lamina,0.51
lamp,0.51
land,0.582
landed,0.709
landfall,0.521
landing,0.552
landlady,0.677
landlord,0.684
landmark,0.694
lands,0.594
landscape,0.719
landscaping,0.823
language,0.677
lantern,0.622
lap,0.583
laptop,0.724
larder,0.656
large,0.704
larger,0.729
largo,0.521
lark,0.57
lasagna,0.719
lass,0.656
lasting,0.804
laterally,0.562
lathe,0.51
lather,0.635
latitude,0.562
latte,0.615
laudable,0.74
laudation,0.542
laudatory,0.612
laugh,0.98
laughable,0.592
laughing,0.906
laughs,0.812
laughter,0.959
launch,0.684
launcher,0.677
laundry,0.644
laureate,0.724
laurel,0.646
laurels,0.684
lavage,0.615
lavatory,0.51
lavender,0.812
lavish,0.792
law,0.74
lawful,0.66
lawman,0.51
lawn,0.686
lawyer,0.521
lay,0.521
layer,0.5
layered,0.571
layman,0.531
layout,0.615
layover,0.52
lea,0.583
leader,0.833
leadership,0.87
leading,0.823
leads,0.53
leaf,0.583
leafy,0.653
league,0.656
lean,0.734
leaned,0.57
leap,0.75
learn,0.833
learned,0.704
learner,0.698
learning,0.833
lease,0.52
leather,0.51
lecture,0.594
lecturer,0.677
ledger,0.51
lee,0.51
leer,0.612
leeway,0.562
leg,0.51
legacy,0.792
legal,0.653
legality,0.765
legalize,0.51
legalized,0.76
legally,0.771
legend,0.837
legendary,0.857
legibility,0.771
legible,0.673
legislate,0.571
legislation,0.531
legislative,0.633
legislature,0.54
legit,0.747
legitimacy,0.823
legitimate,0.792
lego,0.6
legume,0.52
legwork,0.622
leisure,0.631
leisurely,0.806
lemma,0.53
lemon,0.596
lemonade,0.661
lend,0.52
lending,0.51
lengthen,0.619
lengthening,0.673
lengthwise,0.571
lengthy,0.57
leniency,0.517
lenient,0.52
leopard,0.542
leotard,0.51
lesson,0.704
lessor,0.552
letter,0.635
lettered,0.542
lettering,0.541
letters,0.663
lettuce,0.594
levee,0.52
level,0.622
levitate,0.561
lexicon,0.561
ley,0.604
liability,0.646
liable,0.656
liaison,0.698
liberal,0.565
liberalism,0.562
liberate,0.76
liberated,0.78
liberating,0.915
liberation,0.745
liberty,0.938
libido,0.77
librarian,0.625
library,0.776
libretto,0.612
license,0.5
licorice,0.677
lieutenant,0.594
life,0.918
lifeblood,0.673
lifeboat,0.724
lifeguard,0.87
lifeisgood,0.812
lifelike,0.776
lifeline,0.735
lifelong,0.823
lifesaver,0.908
lifestyle,0.75
lifetime,0.816
lift,0.704
lifted,0.714
liftoff,0.531
light,0.771
light year,0.719
lightbulb,0.573
lighten,0.688
lighthouse,0.622
lighting,0.765
lightness,0.794
lights,0.75
lightweight,0.67
likable,0.865
like,0.719
likelihood,0.76
likely,0.633
likeness,0.688
likewise,0.651
liking,0.963
lilac,0.688
lily,0.64
limb,0.51
limber,0.688
lime,0.594
limelight,0.667
limestone,0.602
limitless,0.688
limo,0.76
limousine,0.638
line,0.541
lineage,0.633
lineal,0.521
linear,0.646
linen,0.656
lines,0.542
lineup,0.635
lingerie,0.543
lingering,0.63
lingual,0.5
linguini,0.625
linguist,0.583
linguistic,0.646
linguistics,0.552
lining,0.571
linoleum,0.51
lion,0.532
lip,0.541
lipstick,0.653
liquefied,0.562
liqueur,0.67
liquid,0.562
liquidity,0.688
liquor,0.603
lira,0.53
list,0.528
listen,0.771
listener,0.667
listenting,0.64
listneing,0.531
litany,0.51
liter,0.573
literacy,0.73
literal,0.57
literally,0.571
literary,0.719
literature,0.708
lithe,0.656
lithograph,0.551
lithography,0.561
lithology,0.519
littlethings,0.74
littoral,0.551
live,0.88
livelife,0.792
livelihood,0.698
lively,0.847
liven,0.708
livery,0.51
livestock,0.729
living,0.865
loader,0.562
loaf,0.755
loan,0.552
lobby,0.625
lobster,0.571
local,0.656
locality,0.582
localization,0.552
localize,0.52
locate,0.583
location,0.615
locket,0.615
locksmith,0.51
locomotive,0.542
lodge,0.656
lodging,0.713
loft,0.51
lofty,0.755
log,0.591
logarithm,0.52
logic,0.646
logical,0.805
logistics,0.633
lollipop,0.628
long,0.541
longboat,0.551
longevity,0.75
longing,0.604
longitudinal,0.542
longitudinally,0.541
look,0.719
looker,0.583
lookout,0.698
loom,0.531
loop,0.516
loose,0.573
loot,0.604
lord,0.618
lords,0.571
lordship,0.573
lore,0.719
lorry,0.521
lot,0.531
lotion,0.724
lots,0.604
lottery,0.771
lotto,0.76
lotus,0.604
loud,0.573
loudly,0.541
lounge,0.592
lounging,0.735
lovable,0.948
love,1.0
loved,0.927
lovee,0.949
loveee,0.927
lovelife,0.837
loveliness,0.959
lovelovelove,0.948
lovely,0.917
lovemaking,0.969
lovemylife,0.896
lover,0.881
lovesick,0.796
lovethis,0.867
loving,0.948
lovinglife,0.979
lovinlife,0.714
lowly,0.562
loyal,0.896
loyalty,0.885
luau,0.594
lube,0.552
lubricant,0.656
lubricate,0.552
lubrication,0.624
lucid,0.771
luck,0.854
luckiest,0.917
lucky,0.96
luckygirl,0.781
lucrative,0.729
luggage,0.561
lukewarm,0.573
lull,0.602
lullaby,0.796
lumber,0.517
lumberjack,0.5
luminescent,0.796
luminous,0.918
lunar,0.562
lunch,0.88
lunchbox,0.663
luncheon,0.837
lunchtime,0.896
lung,0.51
lungs,0.531
luscious,0.885
lush,0.74
luster,0.833
lustrous,0.771
luxuriant,0.76
luxurious,0.947
luxury,0.932
lycra,0.52
lynx,0.51
lyre,0.719
lyric,0.702
lyrical,0.708
lyrics,0.582
macadamia,0.635
macarena,0.802
macaroni,0.816
mach,0.541
machine,0.51
macho,0.643
macro,0.552
madam,0.58
madame,0.604
mademoiselle,0.752
mademyday,0.694
maestro,0.823
magazine,0.615
mage,0.622
magenta,0.635
magic,0.868
magical,0.875
magician,0.714
magistrate,0.587
magna,0.605
magnate,0.627
magnesium,0.542
magnet,0.571
magnetic,0.612
magnetism,0.63
magnetite,0.531
magnification,0.89
magnificence,0.802
magnificent,1.0
magnify,0.729
magnifying,0.594
magnitude,0.608
magnolia,0.558
magpie,0.5
mahi mahi,0.51
mahjong,0.556
mahogany,0.602
maiden,0.755
mail,0.615
mailbox,0.573
mailing,0.688
mailman,0.659
main,0.667
mainframe,0.531
mainland,0.68
mainstay,0.694
mainstream,0.653
maintain,0.684
maintenance,0.592
majestic,0.948
majesty,0.823
major,0.684
majority,0.684
make,0.684
makeover,0.771
maker,0.698
makesmehappy,0.894
makeup,0.74
makingdisciples,0.684
male,0.612
mall,0.724
malleable,0.5
malt,0.75
mama,0.86
mambo,0.808
mamma,0.6
mammal,0.618
mammy,0.68
man,0.688
manage,0.56
manageable,0.75
management,0.792
manager,0.625
managerial,0.604
mandarin,0.625
mandible,0.51
mandolin,0.708
mane,0.521
maneuver,0.615
maneuvering,0.635
manger,0.656
mango,0.765
mangosteen,0.562
manhood,0.625
manicure,0.706
manicurist,0.583
manifest,0.667
manifestation,0.583
manifested,0.58
manifesto,0.646
manifold,0.5
mankind,0.823
manly,0.698
manna,0.698
manned,0.551
manner,0.618
manners,0.816
manor,0.646
manpower,0.531
mansion,0.847
mansions,0.735
mantel,0.5
mantle,0.51
manual,0.635
manufacture,0.868
manufacturer,0.688
manufacturing,0.653
manuscript,0.51
map,0.561
maple,0.541
mar,0.622
marathon,0.646
marble,0.604
marbles,0.714
march,0.531
mare,0.541
margarine,0.53
margarita,0.75
margin,0.5
mariachi,0.71
marinara,0.657
marine,0.633
mariner,0.652
marital,0.76
maritime,0.646
marked,0.592
marker,0.5
market,0.724
marketable,0.746
marketing,0.521
marketplace,0.698
marksman,0.5
marksmanship,0.573
marmalade,0.729
marquee,0.602
marquis,0.521
marriage,0.844
married,0.674
marry,0.896
marshmallow,0.74
mart,0.531
martini,0.828
marvel,0.961
marvellous,0.878
marvelous,0.948
marvelously,0.968
marzipan,0.684
mascara,0.575
mascot,0.75
masculine,0.653
masculinity,0.583
mashed,0.531
mask,0.51
masks,0.51
mason,0.541
massage,0.708
masses,0.552
masseur,0.622
masseuse,0.594
massive,0.569
mast,0.542
master,0.694
masterful,0.854
mastermind,0.792
masterpiece,0.926
mastery,0.755
masturbate,0.552
masturbation,0.542
match,0.599
matchbook,0.562
matching,0.719
matchmaker,0.615
mate,0.847
material,0.521
materialize,0.688
materials,0.633
materiel,0.531
maternal,0.847
maternity,0.865
mathematical,0.62
mathematician,0.541
matinee,0.694
mating,0.755
matriculation,0.622
matrimony,0.85
matrix,0.551
matron,0.52
mattress,0.612
maturation,0.612
mature,0.625
maturity,0.827
mauve,0.533
maxim,0.875
maximize,0.823
maximum,0.724
may,0.704
mayflower,0.69
mayonnaise,0.51
mead,0.667
meadow,0.622
meal,0.833
meaning,0.663
meaningful,0.77
means,0.615
measurable,0.604
measure,0.51
measured,0.542
measurement,0.622
measuring cup,0.557
meat,0.612
meatball,0.612
meatloaf,0.625
mechanic,0.571
mechanics,0.542
mechanism,0.573
medal,0.854
medallion,0.75
medallist,0.796
media,0.5
mediate,0.635
mediation,0.661
mediator,0.592
medic,0.5
medical,0.583
medication,0.615
medicinal,0.667
medicine,0.708
medieval,0.56
meditate,0.812
meditating,0.718
meditation,0.786
meditative,0.614
mediterranean,0.663
medium,0.559
meek,0.531
meet,0.76
meeting,0.75
mega,0.724
melee,0.541
mellow,0.633
melodious,0.932
melody,0.847
meltdown,0.629
melting,0.592
member,0.698
membership,0.698
memento,0.708
memo,0.625
memoir,0.75
memorabilia,0.78
memorable,0.939
memorandum,0.6
memorial,0.602
memorials,0.771
memories,0.963
memoriesiwontforget,0.635
memorize,0.52
memory,0.792
menagerie,0.573
mend,0.542
mending,0.5
mentalhealth,0.562
mentality,0.711
mention,0.562
mentor,0.719
menu,0.633
meow,0.51
merchandise,0.594
merchant,0.675
merciful,0.854
mercy,0.719
merengue,0.688
merge,0.76
merger,0.592
meridian,0.51
meringue,0.625
merit,0.854
meritorious,0.781
mermaid,0.765
merriment,0.948
merry,0.979
merrychristmas,0.888
mesa,0.604
mesmerized,0.52
message,0.65
messenger,0.694
messiah,0.781
metabolism,0.698
metal,0.551
metallic,0.615
metamorphosis,0.541
metaphor,0.562
metaphorical,0.5
metaphysical,0.63
metaphysics,0.561
meteoric,0.59
meteorological,0.635
meteorology,0.63
method,0.64
methodical,0.663
methodology,0.664
meticulous,0.555
metime,0.531
metric,0.519
metrical,0.521
metrology,0.531
metropolis,0.656
mettle,0.667
mica,0.531
micro,0.5
microbiology,0.571
microchip,0.551
microcosm,0.5
micrometer,0.573
microphone,0.551
microscope,0.531
microscopically,0.623
microscopy,0.5
microwave,0.542
mid,0.5
midair,0.633
midday,0.658
middleman,0.5
middleweight,0.51
midland,0.521
midlife,0.594
midnight,0.562
midsummer,0.781
midwife,0.531
midwifery,0.51
mien,0.5
mighty,0.855
mignon,0.551
mike,0.542
mil,0.534
mild,0.635
mildness,0.827
mile,0.521
mileage,0.51
milestone,0.719
milk,0.817
milkman,0.75
milkshake,0.796
milky,0.517
mill,0.531
millennium,0.573
million,0.776
millionaire,0.917
millionth,0.635
millstone,0.51
mimic,0.557
mind,0.65
minded,0.656
mindful,0.765
mindfulness,0.729
mine,0.688
mineral,0.519
mineralogy,0.551
mingle,0.561
mingled,0.521
minim,0.518
mining,0.633
minister,0.547
ministerial,0.571
ministry,0.51
minivan,0.592
mink,0.56
minnow,0.541
mint,0.688
minty,0.635
minute,0.582
miracle,0.917
miracles,0.922
miraculous,0.875
mirage,0.546
mirror,0.677
mirth,0.888
miscellaneous,0.531
miscellany,0.5
miss,0.573
mission,0.765
missionary,0.729
missy,0.521
mister,0.604
mistletoe,0.542
mistress,0.63
mitigate,0.506
mitigating,0.551
mitten,0.531
mix,0.542
mixed,0.51
mixer,0.562
mixture,0.546
mnemonic,0.531
mobile,0.615
mobility,0.7
mobilization,0.688
mobilize,0.604
mocha,0.5
mockingbird,0.513
modal,0.592
modality,0.633
mode,0.531
model,0.607
modeler,0.5
modeling,0.684
modem,0.573
moderate,0.582
moderate anticipation,0.667
moderate positive,0.896
moderate surprise,0.776
moderate trust,0.677
moderately,0.604
moderating,0.667
moderation,0.531
moderator,0.519
modern,0.855
modernism,0.76
modest,0.76
modesty,0.778
modifiable,0.541
modified,0.561
modulate,0.673
module,0.582
modulus,0.622
mogul,0.51
moisturizer,0.75
molar,0.544
molded,0.667
molding,0.552
molecule,0.531
mom,0.927
moment,0.604
momentary,0.562
momentous,0.792
momentum,0.663
momma,0.833
mommy,0.854
monad,0.51
monarch,0.583
monastery,0.694
monetary,0.583
money,0.844
monkey,0.548
mono,0.5
monogamous,0.51
monogamy,0.542
monogrammed,0.503
monograph,0.5
monologue,0.5
monsieur,0.552
monte,0.589
month,0.688
monthly,0.622
monument,0.833
monumental,0.656
mood,0.72
moods,0.578
moon,0.673
moonbeam,0.7
moonlight,0.865
moonlit,0.873
moonshine,0.633
moonstruck,0.583
moonwalk,0.615
moose,0.648
moped,0.582
moral,0.7
morale,0.729
morality,0.75
morals,0.646
moray,0.51
mores,0.582
morn,0.542
morning,0.688
morphology,0.516
morrow,0.708
mosaic,0.635
mosey,0.521
mosque,0.542
motel,0.531
mother,0.931
motherhood,0.844
motherland,0.677
motherly,0.927
motif,0.688
motion,0.667
motivate,0.812
motivating,0.958
motivation,0.854
motivational,0.906
motive,0.667
motor,0.531
motorbike,0.552
motorboat,0.677
motorcade,0.708
motorcar,0.694
motorcycle,0.677
motorist,0.562
motto,0.688
mound,0.52
mount,0.5
mountain,0.698
mountaineer,0.635
mountainous,0.635
mountains,0.766
mountaintop,0.653
mousse,0.604
mouth,0.734
mouthful,0.609
mouthpiece,0.573
move,0.656
movement,0.656
mover,0.615
movie,0.792
movies,0.724
movingforward,0.857
moxie,0.531
mozzarella,0.653
muff,0.542
muffin,0.684
mug,0.542
mull,0.663
mullet,0.521
multilateral,0.5
multimedia,0.611
multinational,0.656
multiple,0.66
multiplex,0.61
multiplication,0.646
multiplicity,0.677
multiplied,0.802
multiplier,0.643
multiply,0.802
multitude,0.562
mum,0.802
munch,0.541
munchies,0.562
municipal,0.625
municipality,0.569
mural,0.551
muscular,0.531
muse,0.76
muses,0.714
museum,0.792
mush,0.5
mushy,0.52
music,0.833
musical,0.908
musician,0.816
musing,0.74
musketeer,0.694
mustang,0.635
mustard,0.5
muster,0.635
mutual,0.729
mutually,0.844
myfavorite,0.812
mystic,0.643
mystical,0.594
mysticism,0.594
mystique,0.668
mythic,0.635
mythical,0.625
mythological,0.76
mythology,0.684
nacho,0.667
namaste,0.719
name,0.573
named,0.562
naming,0.667
nana,0.765
nanny,0.615
nap,0.66
napping,0.765
nappy,0.529
narrate,0.541
narration,0.622
narrative,0.58
narrator,0.673
nascent,0.684
natal,0.755
nation,0.594
national,0.698
nationality,0.642
nationwide,0.684
native,0.635
nativity,0.75
natural,0.854
natural gas,0.635
naturalist,0.844
naturalization,0.781
naturalized,0.76
naturally,0.854
nature,0.857
nautical,0.646
naval,0.542
nave,0.583
navigable,0.749
navigate,0.74
navigation,0.841
navigational,0.573
navigator,0.583
navy,0.531
neat,0.878
neatly,0.802
nebula,0.51
necessarily,0.667
necessary,0.75
necessitate,0.578
necessities,0.52
necessity,0.567
neck,0.541
necklace,0.76
necktie,0.583
nectar,0.746
need,0.51
needed,0.677
needful,0.582
needlepoint,0.653
needtorelax,0.673
negotiable,0.688
negotiate,0.612
negotiator,0.635
neighbor,0.657
neighboring,0.656
neon,0.594
neonatal,0.542
nephew,0.719
nest,0.687
nestle,0.625
nestling,0.604
network,0.531
networking,0.625
neural,0.582
neurological,0.5
neurologist,0.608
neurosurgeon,0.59
neuter,0.621
neutralize,0.519
new,0.917
new age,0.694
newbeginnings,0.802
newborn,0.918
newcomer,0.622
newday,0.847
newfound,0.745
newjob,0.755
newlife,0.898
newly,0.688
newlywed,0.847
newme,0.643
newness,0.74
news,0.633
newscast,0.531
newscaster,0.646
newsflash,0.604
newsletter,0.622
newsman,0.604
newspaper,0.602
newspaperman,0.561
newsreel,0.625
newsroom,0.531
newsstand,0.615
newstart,0.802
newyear,0.938
nib,0.51
nibble,0.551
nice,0.93
nick,0.554
nickel,0.51
niece,0.771
nifty,0.74
nigh,0.653
night,0.598
nightcap,0.75
nightclub,0.802
nightgown,0.643
nightie,0.63
nightingale,0.74
nightlife,0.542
nightly,0.673
nightstick,0.5
nighttime,0.735
nimble,0.833
nine,0.552
nineteen,0.673
ninja,0.542
nintendo,0.802
nippy,0.54
nitro,0.5
no disgust,0.51
nobility,0.844
noble,0.906
nobleman,0.675
nocomplaints,0.677
nocturnal,0.54
nod,0.59
nodding,0.694
noggin,0.51
nomenclature,0.5
nominal,0.594
nominate,0.615
nomination,0.663
nominee,0.662
nonfat,0.604
nonviolent,0.64
noodle,0.633
noon,0.531
norm,0.5
normal,0.74
normalcy,0.805
normality,0.781
north,0.531
northbound,0.604
northeast,0.562
northern,0.57
northwest,0.604
nose,0.582
nostress,0.531
not negative,0.622
notable,0.76
notables,0.594
notably,0.792
notary,0.541
notation,0.635
note,0.594
noted,0.615
noteworthy,0.704
nothingbetter,0.635
notice,0.646
noticeable,0.89
notification,0.604
notify,0.643
notion,0.612
notional,0.52
notoriety,0.552
noun,0.531
nourish,0.878
nourishment,0.786
nouveau,0.633
novel,0.702
novelty,0.673
nowadays,0.68
noworries,0.63
nucleus,0.529
nudie,0.5
nugget,0.602
numbering,0.51
numeral,0.582
numerically,0.51
numerous,0.622
nun,0.5
nunnery,0.653
nuptials,0.771
nurse,0.635
nursemaid,0.615
nursery,0.894
nursing,0.552
nurture,0.745
nutcracker,0.635
nutmeg,0.635
nutrition,0.885
nutritional,0.812
nutritious,0.833
nutritive,0.875
nuts,0.594
nylons,0.556
nymph,0.542
oak,0.583
oasis,0.796
oat,0.622
oath,0.543
oatmeal,0.592
obedience,0.765
obedient,0.8
obediently,0.802
obelisk,0.604
obey,0.677
object,0.531
objective,0.724
objectivity,0.765
obliging,0.74
oblong,0.561
oboe,0.51
observance,0.531
observant,0.74
observation,0.633
observatory,0.643
observe,0.771
observer,0.663
observing,0.583
obstetrician,0.521
obstetrics,0.53
obtain,0.76
obtainable,0.677
obvious,0.625
ocarina,0.541
occasion,0.7
occasionally,0.538
occupancy,0.625
occupant,0.5
occupation,0.562
occupational,0.583
occupying,0.573
occurrence,0.573
ocean,0.823
oceanic,0.74
octagon,0.602
octopus,0.713
odds,0.5
ode,0.604
odyssey,0.622
oestrogen,0.521
oeuvre,0.653
offer,0.75
offered,0.582
offering,0.688
officer,0.542
official,0.646
officiate,0.688
offset,0.719
offshoot,0.517
offspring,0.656
oft,0.5
oftentimes,0.571
ohgod,0.5
oil,0.521
oink,0.5
olfactory,0.602
olive,0.571
omega,0.529
omelet,0.708
omnipotence,0.667
omnipotent,0.719
omnipresent,0.688
omniscient,0.656
onboard,0.612
oncoming,0.594
one,0.542
oneday,0.667
onelove,0.816
oneness,0.745
onerous,0.5
oneself,0.66
ongoing,0.674
onset,0.673
onstage,0.719
ontology,0.51
onus,0.562
onward,0.667
onyx,0.571
opal,0.623
open,0.62
opener,0.584
opening,0.667
openly,0.603
openness,0.837
opera,0.714
operate,0.582
operational,0.562
operative,0.541
operator,0.612
ophthalmologist,0.552
opinion,0.594
opportune,0.796
opportunism,0.571
opportunity,0.938
opt,0.51
optic,0.663
optical,0.677
optics,0.562
optimism,0.949
optimist,0.875
optimistic,0.979
optimum,0.892
option,0.512
optional,0.755
options,0.622
opulence,0.62
opulent,0.562
oracle,0.552
oral,0.53
orange,0.646
orange juice,0.719
oration,0.646
orator,0.667
oratory,0.602
orbit,0.561
orbiting,0.52
orchard,0.76
orchestra,0.708
orchid,0.84
ordained,0.735
order,0.78
orderly,0.844
ordinance,0.615
ordination,0.688
ore,0.5
oregano,0.596
organ,0.51
organic,0.719
organist,0.74
organization,0.81
organize,0.802
organized,0.816
organizer,0.604
orgasm,0.844
orient,0.667
oriental,0.592
orientation,0.667
origami,0.684
origin,0.729
original,0.765
originality,0.898
originate,0.702
origination,0.76
originator,0.592
ornament,0.561
ornamental,0.663
ornamentation,0.663
ornamented,0.677
ornate,0.812
orthogonal,0.5
oscillation,0.562
ostensible,0.542
ostrich,0.592
ottoman,0.531
ounce,0.531
outback,0.5
outbid,0.594
outcome,0.615
outdo,0.771
outdoor,0.814
outdoors,0.781
outer,0.552
outfit,0.76
outgoing,0.65
outgrow,0.51
outgrowth,0.771
outing,0.771
outlast,0.62
outlet,0.61
outline,0.542
outlines,0.656
outlive,0.565
outlook,0.83
outpost,0.635
outpouring,0.562
output,0.604
outrank,0.653
outreach,0.54
outright,0.767
outrun,0.531
outset,0.75
outsmart,0.673
outspoken,0.582
outstanding,0.898
ovation,0.719
oven,0.583
overactive,0.667
overall,0.583
overalls,0.5
overcoat,0.594
overcome,0.719
overcoming,0.842
overhanging,0.698
overhaul,0.5
overhear,0.65
overjoyed,0.908
overlaid,0.62
overlap,0.594
overlapping,0.595
overlay,0.564
overlord,0.75
overlying,0.5
overpass,0.562
oversee,0.541
overseer,0.552
oversized,0.552
overt,0.708
overtake,0.573
overtaken,0.594
overthemoon,0.643
overview,0.615
owe,0.5
owl,0.52
owner,0.776
ownership,0.628
oxygen,0.908
oyster,0.5
ozone,0.56
pace,0.51
pacific,0.627
pacified,0.802
pacifier,0.615
pacifist,0.663
pacify,0.812
pacing,0.583
pack,0.51
package,0.571
packaging,0.604
packer,0.52
packet,0.582
pad,0.684
padded,0.606
padding,0.561
paddle,0.561
paddle boat,0.663
paddy,0.653
padre,0.684
paean,0.552
page,0.677
pageant,0.719
pager,0.51
paging,0.542
pagoda,0.571
painless,0.785
paint,0.667
paintball,0.615
paintbrush,0.714
painted,0.667
painter,0.677
painting,0.792
pair,0.552
paisley,0.531
pajama,0.908
pajamas,0.719
pal,0.812
palace,0.878
palatable,0.823
palate,0.625
palette,0.59
pallet,0.604
palliative,0.548
palm,0.531
palomino,0.616
palpable,0.552
pamper,0.792
pamphlet,0.53
pan,0.734
panache,0.51
pancake,0.802
pancakes,0.844
panda,0.646
panier,0.5
panorama,0.719
panoramic,0.542
pansy,0.653
panties,0.594
pantomime,0.552
pantry,0.622
pants,0.673
pantyhose,0.57
papa,0.656
papaya,0.63
paper,0.52
paperback,0.633
paperboy,0.521
par,0.615
parabola,0.542
parachute,0.562
parade,0.792
paradigm,0.573
paradise,0.875
paragraph,0.51
parakeet,0.576
parallel,0.568
parallelism,0.549
paramedic,0.673
paramount,0.771
paraphrase,0.5
parasol,0.604
parcel,0.66
parcels,0.551
parchment,0.615
pardon,0.552
pare,0.5
parenchyma,0.5
parent,0.812
parentage,0.903
parental,0.76
parenthesis,0.51
parenthood,0.75
parenting,0.812
parish,0.698
parity,0.582
park,0.816
parking,0.777
parlance,0.51
parliament,0.573
parlor,0.5
parmesan,0.698
parody,0.561
parquet,0.541
parrot,0.588
parry,0.51
parson,0.583
part,0.663
partake,0.755
participant,0.712
participate,0.755
participation,0.781
particle,0.521
particular,0.562
particularity,0.67
particulars,0.604
partisan,0.615
partition,0.615
partner,0.673
partnership,0.786
partridge,0.583
party,0.948
pass,0.51
passable,0.688
passe,0.531
passenger,0.717
passion,0.854
passionate,0.99
passkey,0.646
passport,0.653
pasta,0.615
paste,0.5
pastel,0.719
pastime,0.677
pastor,0.698
pastrami,0.542
pastry,0.87
pasture,0.688
patchwork,0.5
patent,0.724
patented,0.571
paternal,0.776
paternity,0.704
path,0.59
pathway,0.646
patience,0.771
patient,0.583
patio,0.562
patriarch,0.592
patriarchal,0.531
patrimony,0.719
patriot,0.771
patriotic,0.875
patriotism,0.708
patron,0.583
patronage,0.583
patronizing,0.542
pave,0.594
pavilion,0.583
pax,0.551
pay,0.514
paycheck,0.896
payday,0.833
payload,0.612
payment,0.629
payoff,0.74
payout,0.646
payroll,0.521
pea,0.58
peace,0.939
peaceable,0.776
peaceful,0.867
peacefully,0.901
peacekeeper,0.865
peaceofmind,0.786
peacetime,0.949
peach,0.704
peachy,0.755
peacock,0.786
peak,0.5
peaked,0.677
peanut,0.646
peanuts,0.542
pear,0.677
pearl,0.905
pearly,0.635
peas,0.542
peasant,0.53
pecan,0.552
peculiar,0.6
peculiarities,0.511
peculiarly,0.615
pedal,0.5
peddle,0.539
pedestal,0.735
pediatric,0.56
pediatrician,0.602
pediatrics,0.75
pedicure,0.695
pedigree,0.625
peekaboo,0.592
peep,0.573
peering,0.514
peerless,0.688
peg,0.52
pelagic,0.521
pelican,0.573
pen,0.622
penchant,0.688
pencil,0.552
pendant,0.676
pendulum,0.542
penguin,0.615
peninsula,0.551
penitent,0.542
penmanship,0.677
pennant,0.542
penny,0.615
pension,0.625
pensive,0.54
pentagram,0.51
penthouse,0.592
people,0.604
peopled,0.594
pep,0.51
peppermint,0.72
pepperoni,0.796
peppy,0.677
perceive,0.653
perceptible,0.71
perception,0.653
perceptive,0.745
perch,0.531
percussion,0.622
perennial,0.527
perfect,0.98
perfection,0.881
perfectionist,0.667
perfecto,0.802
perform,0.765
performance,0.75
performer,0.541
perfume,0.74
perfumed,0.816
periodic,0.677
periodical,0.55
periodicity,0.646
periscope,0.604
perk,0.903
perky,0.896
perm,0.667
permanence,0.771
permanent,0.745
permeable,0.635
permissible,0.684
permission,0.612
permissive,0.633
permit,0.733
permitted,0.865
permitting,0.724
perpendicular,0.51
perpetual,0.625
perpetually,0.51
perpetuation,0.51
perpetuity,0.59
perseverance,0.888
persevere,0.802
persist,0.765
persistence,0.684
persistent,0.646
persisting,0.697
person,0.646
persona,0.741
personable,0.816
personage,0.653
personal,0.75
personality,0.896
personification,0.76
personnel,0.729
persons,0.869
perspective,0.688
persuade,0.62
persuasion,0.612
persuasive,0.74
pertinent,0.58
perusal,0.622
peruse,0.503
pesto,0.531
pet,0.875
petal,0.81
petite,0.51
petitioner,0.601
petroleum,0.583
petticoat,0.55
petting,0.812
petunia,0.583
pharaoh,0.656
pharmaceutical,0.5
pharmacist,0.592
pharmacology,0.56
pharmacy,0.531
phase,0.645
pheasant,0.541
phenomenal,0.915
phenomenon,0.625
pheromone,0.561
phew,0.531
philanthropic,0.812
philanthropist,0.704
philanthropy,0.745
philosopher,0.684
philosophic,0.688
philosophical,0.719
philosophy,0.684
pho,0.541
phoenix,0.653
phone,0.729
phonetic,0.542
phonetics,0.646
phonograph,0.561
phonology,0.695
phosphate,0.5
photo,0.729
photogenic,0.78
photograph,0.677
photographer,0.714
photographic,0.761
photography,0.63
phrase,0.63
phraseology,0.62
physical,0.75
physical therapist,0.531
physician,0.583
physicist,0.635
physics,0.582
physiological,0.51
physiology,0.521
physique,0.643
pianist,0.806
piano,0.704
piazza,0.625
piccolo,0.625
pick,0.5
picked,0.74
picker,0.534
pickle,0.593
pickup,0.561
picnic,0.625
pictorial,0.704
picture,0.714
pictures,0.653
picturesque,0.802
pie,0.88
piece,0.646
piecemeal,0.615
pied,0.594
pier,0.583
piety,0.76
pigeon,0.688
piggy,0.541
piglet,0.54
pilgrim,0.531
pilgrimage,0.708
pill,0.573
